"sub_pathway","chem_name","interaction_pval","interaction_fisher","parallel_pval","parallel_fisher","single_pval","single_fisher","model"
"TCA Cycle","succinate",0.755771089589639,0.08,0.0541464334405789,0,0.689767392394918,0.63,"Parallel"
"Ketone Bodies","3-hydroxybutyrate (BHBA)",0.0110372174304543,0.0110372174304543,0.405989396720398,0.405989396720398,0.759009245501214,0.759009245501214,"Interaction"
"Sterol","cholesterol",0.0364078386898827,0,0.0175609973220006,0,0.601294125103688,0.81,"Interaction"
"Phospholipid Metabolism","choline phosphate",0.0417835051844332,0,0.000791185070134978,0,0.970365270974814,0.98,"Interaction"
"Creatine Metabolism","creatinine",0.538409906479521,0.53,2.76863788423193e-05,0,0.681607208622222,0.83,"Parallel"
"Methionine, Cysteine, SAM and Taurine Metabolism","cystine",0.270476305665531,0.01,0.868510119924505,0,0.810661890211997,1,"Interaction"
"Sphingosines","sphingosine",0.0413936416082124,0,3.41214086340218e-07,0,0.665436146377851,0.82,"Interaction"
"Secondary Bile Acid Metabolism","deoxycholate",0.0882487408200038,0,0.737041847759234,0.88,0.759236273912912,0.98,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","cystathionine",0.135504277439114,0.01,0.00177035825093499,0,0.485907268588369,1,"Interaction"
"Sphingolipid Synthesis","sphinganine",0.229757147667278,0.15,3.32031463029244e-07,0,0.666179727943374,0.98,"Parallel"
"Riboflavin Metabolism","flavin adenine dinucleotide (FAD)",0.0238459551874474,0.02,0.00313997848969368,0,0.697151679706962,0.91,"Interaction"
"TCA Cycle","fumarate",0.302594537705318,0.08,0.00235440730681577,0,0.230097210546318,0.63,"Parallel"
"Gamma-glutamyl Amino Acid","gamma-glutamylglutamate",0.137988547757908,0,0.000875564463118234,0,0.912436294609583,1,"Interaction"
"Food Component/Plant","gluconate",0.491838931084989,0.75,0.00371663744857505,0,0.875347260865814,0.97,"Parallel"
"Fatty Acid, Dicarboxylate","glutarate (C5-DC)",0.873476409657775,0,0.00613068349263697,0,0.375551017478816,0.92,"Interaction"
"Glycine, Serine and Threonine Metabolism","glycine",0.0675060866772056,0,0.0173552821442876,0,0.525984686692423,0.87,"Interaction"
"Primary Bile Acid Metabolism","glycocholate",0.0901656888320438,0,0.968592868885978,0.72,0.786564211699764,0.93,"Interaction"
"Creatine Metabolism","guanidinoacetate",0.684854547996971,0.53,0.104198852274722,0,0.554639574555535,0.83,"Parallel"
"Purine Metabolism, Guanine containing","guanosine 5'-monophosphate (5'-GMP)",0.651664842386103,0,0.0336965292802805,0,0.771918130795903,0.92,"Interaction"
"Histidine Metabolism","histamine",0.888116258262479,0.12,0.209363667102066,0,0.146658940434133,0.99,"Parallel"
"Histidine Metabolism","histidine",0.229286037718092,0.12,0.355660544403329,0,0.848768130903586,0.99,"Parallel"
"Methionine, Cysteine, SAM and Taurine Metabolism","hypotaurine",0.274017913050993,0.01,0.000859101533690928,0,0.693503104775731,1,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","inosine",0.202827312635953,0.08,0.245753469937455,0,0.0758191504762428,0.13,"Parallel"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","inosine 5'-monophosphate (IMP)",0.25755205539107,0.08,0.00188041572661004,0,0.39740816769399,0.13,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","isoleucine",0.0406716038621523,0,0.0332026985446226,0,0.358532215615001,1,"Interaction"
"Lysine Metabolism","2-aminoadipate",0.67351931825484,0.01,0.00199748895623885,0,0.952140071113193,1,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","citrulline",0.203168415877092,0.15,0.000233658681023209,0,0.905418521317445,1,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","leucine",0.0967116231504682,0,0.00739427911027631,0,0.613570079172586,1,"Interaction"
"Lysine Metabolism","lysine",0.188707580850055,0.01,0.0197558919737192,0,0.798281214742068,1,"Interaction"
"TCA Cycle","malate",0.305803295202525,0.08,0.0890210290128217,0,0.140450975996581,0.63,"Parallel"
"Methionine, Cysteine, SAM and Taurine Metabolism","methionine",0.279339559111975,0.01,0.00646743435493858,0,0.850445119647991,1,"Interaction"
"Fatty Acid Metabolism (also BCAA Metabolism)","methylmalonate (MMA)",0.777344456910766,0.44,0.408297705994564,0,0.0585402135778519,0.47,"Parallel"
"Long Chain Saturated Fatty Acid","palmitate (16:0)",0.000913256097357073,0,0.00219194045165596,0,0.110304534398511,0.01,"Interaction"
"Nicotinate and Nicotinamide Metabolism","nicotinamide",0.107632796818922,0,0.0652159408281706,0,0.466196144645681,0.9,"Interaction"
"Long Chain Saturated Fatty Acid","stearate (18:0)",0.00110932375054883,0,0.0302245044389494,0,0.197772522163261,0.01,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","ornithine",0.594539335015004,0.15,0.0118289646680762,0,0.621783410414305,1,"Parallel"
"Pyrimidine Metabolism, Orotate containing","orotate",0.0479235872445652,0.1,0.00109486417996598,0,0.600096910957821,0.56,"Parallel"
"Glutathione Metabolism","glutathione, oxidized (GSSG)",0.159122024592811,0,6.79904378458548e-05,0,0.248730379761601,0.92,"Interaction"
"Long Chain Monounsaturated Fatty Acid","palmitoleate (16:1n7)",0.000902700793101132,0,0.000532777061964052,0,0.0578649389416764,0,"Interaction"
"Phenylalanine Metabolism","phenylalanine",0.0788254789196827,0.05,0.00655806388352516,0,0.647069902644793,0.96,"Parallel"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","phosphoenolpyruvate (PEP)",0.130676041136311,0.03,0.00127998111244306,0,0.788967394268854,1,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","proline",0.541547901656839,0.15,0.00290311404210468,0,0.970690566954585,1,"Parallel"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","lactate",0.10317347547313,0.03,0.000740764012919342,0,0.888568707051874,1,"Interaction"
"Vitamin B6 Metabolism","pyridoxal",0.10454030085548,0.04,0.00339804875043302,0,0.550105302948485,0.73,"Interaction"
"Vitamin A Metabolism","retinol (vitamin A)",0.0224197199863806,0,0.0444512920943422,0.01,0.389899034234261,0.61,"Interaction"
"Riboflavin Metabolism","riboflavin (vitamin B2)",0.120567496051177,0.02,0.00303012763574526,0,0.867950297123898,0.91,"Interaction"
"Glycine, Serine and Threonine Metabolism","serine",0.0935851676404467,0,0.0130890677205623,0,0.645563576796835,0.87,"Interaction"
"Tryptophan Metabolism","serotonin",0.252572246692865,0,0.000681841349707131,0,0.478505454292953,1,"Interaction"
"Polyamine Metabolism","spermine",0.00911975851173821,0,0.00221996434708032,0,0.714166915546815,1,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","taurine",0.0889975737268739,0.01,0.0145935868462866,0,0.58944842349242,1,"Interaction"
"Long Chain Saturated Fatty Acid","myristate (14:0)",0.000101866464525707,0,0.00727807720988028,0,0.0449507429702411,0.01,"Interaction"
"Thiamine Metabolism","thiamin monophosphate",0.216699964795408,0.06,0.00335881895612308,0,0.786563153096224,0.91,"Parallel"
"Urea cycle; Arginine and Proline Metabolism","urea",0.515634167742504,0.15,0.00678283310832547,0,0.907383317770017,1,"Parallel"
"Pyrimidine Metabolism, Uracil containing","uridine",0.0522074132416724,0,0.0916571227439523,0,0.817831031771229,0.92,"Interaction"
"Pyrimidine Metabolism, Uracil containing","2'-deoxyuridine",0.425271858106406,0,0.013929358182402,0,0.389290955277879,0.92,"Interaction"
"Histidine Metabolism","trans-urocanate",0.745140779308468,0.12,0.115882321365434,0,0.993652703944517,0.99,"Parallel"
"Glutamate Metabolism","glutamate",0.561550349200761,0.01,0.0116129223182601,0,0.925210133251946,0.99,"Interaction"
"Glutamate Metabolism","glutamine",0.0181351837628149,0.01,0.0375226151992247,0,0.49232286788626,0.99,"Interaction"
"Glycine, Serine and Threonine Metabolism","threonine",0.313397419781192,0,0.00520308090691698,0,0.722146816443851,0.87,"Interaction"
"Tryptophan Metabolism","tryptophan",0.185614663370382,0,0.00170801192787427,0,0.254389195280673,1,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","valine",0.0650273490500504,0,0.00883233048329325,0,0.536577730349286,1,"Interaction"
"Vitamin B6 Metabolism","pyridoxamine",0.476723081041919,0.04,0.452160322208347,0,0.365793239409774,0.73,"Interaction"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","glucose",0.0597380671904103,0.03,0.00689192655878123,0,0.734985175764558,1,"Interaction"
"Purine Metabolism, Adenine containing","adenosine",0.408383740455219,0,0.00406136338879995,0,0.295225215140956,0.41,"Interaction"
"Glycine, Serine and Threonine Metabolism","betaine",0.209458419175114,0,0.133750936840843,0,0.966696725962749,0.87,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","cysteine",0.0110584503048241,0.01,0.0133795413428619,0,0.777291345199759,1,"Interaction"
"Fructose, Mannose and Galactose Metabolism","mannose",0.108376085663649,0.04,0.0980528953045379,0,0.95257890563594,0.97,"Interaction"
"Glycine, Serine and Threonine Metabolism","dimethylglycine",0.227196859650617,0,3.41707448718164e-05,0,0.866351855441039,0.87,"Interaction"
"Alanine and Aspartate Metabolism","alanine",0.256469166128224,0.06,0.00427382429683948,0,0.873587903372114,0.98,"Parallel"
"Tyrosine Metabolism","tyrosine",0.668375920688175,0.56,0.00306678564177493,0,0.831401945350762,1,"Parallel"
"Pyrimidine Metabolism, Uracil containing","pseudouridine",0.323347170033043,0,0.0107805405836826,0,0.701485486316679,0.92,"Interaction"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","pyruvate",0.427615439896522,0.03,1.5651736326173e-06,0,0.961588448717181,1,"Interaction"
"Pyrimidine Metabolism, Uracil containing","uracil",0.155183348447581,0,0.159278357598469,0,0.456437500587038,0.92,"Interaction"
"Pentose Metabolism","xylose",0.697935226087999,0.16,0.206637089620773,0,0.792235723080431,1,"Parallel"
"Pyrimidine Metabolism, Cytidine containing","cytidine",0.00709548904647953,0,0.0499770393452136,0,0.752461686926425,0.95,"Interaction"
"Pentose Metabolism","arabinose",0.840557361107138,0.16,0.00378679781417831,0,0.482801506309918,1,"Parallel"
"Pyrimidine Metabolism, Uracil containing","uridine 5'-monophosphate (UMP)",0.223052207907308,0,0.153858395886158,0,0.493782933028315,0.92,"Interaction"
"Thiamine Metabolism","thiamin (vitamin B1)",0.0301940255622759,0.06,0.000192708838447536,0,0.633914310114691,0.91,"Parallel"
"Fructose, Mannose and Galactose Metabolism","fructose",0.0648094840151003,0.04,0.00313259210201023,0,0.790261497728578,0.97,"Interaction"
"Purine Metabolism, Adenine containing","adenine",0.789981144469965,0,0.0336753126576843,0,0.103305641532926,0.41,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","cytosine",0.761072908107946,0,0.0283887429123624,0,0.883701134382809,0.95,"Interaction"
"Medium Chain Fatty Acid","caprate (10:0)",0.00970341959084997,0,0.117831592020434,0.04,0.110826611567455,0.02,"Interaction"
"Long Chain Saturated Fatty Acid","margarate (17:0)",0.00023850439629735,0,0.0264798140936164,0,0.0981074713187638,0.01,"Interaction"
"Long Chain Saturated Fatty Acid","nonadecanoate (19:0)",0.00275189466865858,0,0.00470989188953998,0,0.193038419662055,0.01,"Interaction"
"Long Chain Saturated Fatty Acid","arachidate (20:0)",0.00829409997147074,0,0.192516137455948,0,0.161244311849538,0.01,"Interaction"
"Pentose Metabolism","ribose",0.0592677358309682,0.16,0.368673517647355,0,0.749942763263226,1,"Parallel"
"Alanine and Aspartate Metabolism","asparagine",0.123775628996741,0.06,0.00644608810317369,0,0.865410927009479,0.98,"Parallel"
"Pyrimidine Metabolism, Orotate containing","dihydroorotate",0.230377582976015,0.1,0.429914627220443,0,0.445261631579637,0.56,"Parallel"
"Medium Chain Fatty Acid","heptanoate (7:0)",0.946748539842945,0,0.898421386583606,0.04,0.980413656040141,0.02,"Interaction"
"Medium Chain Fatty Acid","caproate (6:0)",0.0953575356562072,0,0.121204832724847,0.04,0.499922062202086,0.02,"Interaction"
"Disaccharides and Oligosaccharides","sucrose",0.203888949759383,0.203888949759383,0.0753633518779758,0.0753633518779758,0.202270935814935,0.202270935814935,"None"
"Long Chain Saturated Fatty Acid","pentadecanoate (15:0)",0.00103689820526351,0,0.0307011944987424,0,0.0695665351958915,0.01,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","trans-4-hydroxyproline",0.188123846888704,0.15,0.00219514045212816,0,0.986228687136483,1,"Parallel"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","allantoin",0.233464867224768,0.08,0.00707910641132237,0,0.652174394619698,0.13,"Parallel"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","xanthine",0.292032725137324,0.08,0.117047522380468,0,0.0269279840745614,0.13,"Parallel"
"Glutathione Metabolism","5-oxoproline",0.00253625894569002,0,0.0337818500464692,0,0.712834888822659,0.92,"Interaction"
"Tryptophan Metabolism","picolinate",0.902908732212802,0,0.000510996582168296,0,0.680005039270516,1,"Interaction"
"Glycine, Serine and Threonine Metabolism","sarcosine",0.0054143483117118,0,0.155767403211345,0,0.52544504131523,0.87,"Interaction"
"Lysine Metabolism","pipecolate",0.0987990165474144,0.01,0.0112951647618114,0,0.446469050212341,1,"Interaction"
"Phospholipid Metabolism","phosphoethanolamine",0.0275821505829742,0,0.00331171923495813,0,0.745351349710226,0.98,"Interaction"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","glycerate",0.0638221705055819,0.03,0.00693845104867017,0,0.771653782496761,1,"Interaction"
"Pyrimidine Metabolism, Uracil containing","3-ureidopropionate",0.13636080879057,0,0.121310265452276,0,0.137164716597408,0.92,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","N-acetylleucine",0.438438168019234,0,0.000589949113238062,0,0.827894014494837,1,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","N-acetylmethionine",0.644263511209413,0.01,0.00100111528608183,0,0.941815662640476,1,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","N-acetylvaline",0.151210232631051,0,0.0013431240720796,0,0.981817150894039,1,"Interaction"
"Long Chain Monounsaturated Fatty Acid","erucate (22:1n9)",0.00117394381150331,0,0.0844137524698978,0,0.0880740426454805,0,"Interaction"
"Tyrosine Metabolism","thyroxine",0.091195526153773,0.56,0.00436186240288924,0,0.477076607883259,1,"Parallel"
"Gamma-glutamyl Amino Acid","gamma-glutamyltyrosine",0.296666787042962,0,0.000381315812144883,0,0.861814231920508,1,"Interaction"
"Food Component/Plant","methyl indole-3-acetate",0.799750739117763,0.75,0.000346378342123529,0,0.607891891332354,0.97,"Parallel"
"Tocopherol Metabolism","alpha-tocopherol",0.0228249783458122,0.02,0.20121320972709,0.07,0.661434790971989,0.93,"Interaction"
"Pyrimidine Metabolism, Orotate containing","N-carbamoylaspartate",0.488254949079775,0.1,0.00519563349971133,0,0.20330828586949,0.56,"Parallel"
"Alanine and Aspartate Metabolism","N-acetylalanine",0.0947113782363014,0.06,0.00125966055182724,0,0.565454310757291,0.98,"Parallel"
"Polyamine Metabolism","4-acetamidobutanoate",0.522540672533171,0,0.0807789639493482,0,0.934288685065342,1,"Interaction"
"Primary Bile Acid Metabolism","chenodeoxycholate",0.0155376251859704,0,0.349356906496494,0.72,0.700531972918712,0.93,"Interaction"
"TCA Cycle","citrate",0.145845476992098,0.08,0.0069897206189591,0,0.982076014376853,0.63,"Parallel"
"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",0.0422629409203533,0,0.551754550363676,0,0.918222943598351,0.92,"Interaction"
"Glutathione Metabolism","2-aminobutyrate",0.320042079687224,0,0.00319500378580175,0,0.757999531049339,0.92,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","urate",0.0463403308550096,0.08,0.0211932694683753,0,0.786399806946821,0.13,"Parallel"
"Secondary Bile Acid Metabolism","ursodeoxycholate",0.124356125689245,0,0.767417274083677,0.88,0.464070034455258,0.98,"Interaction"
"Endocannabinoid","oleoyl ethanolamide",0.00235269195463173,0,0.0123229195311685,0,0.234736409590181,0.32,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylglutamine",0.0407040939167712,0,0.00164122890085123,0,0.672324028702998,1,"Interaction"
"Tyrosine Metabolism","4-hydroxyphenylpyruvate",0.311897088509284,0.56,0.00141066310642536,0,0.802526295919157,1,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","tigloylglycine",0.0438819989059259,0,0.160935223189267,0,0.334718934620884,1,"Interaction"
"Aminosugar Metabolism","N-acetylneuraminate",0.865374242218478,0,0.0782802364789161,0,0.299044904858568,0.89,"Interaction"
"Aminosugar Metabolism","N-acetylglucosaminylasparagine",0.00532623714669501,0,0.0189238872070002,0,0.736471756080942,0.89,"Interaction"
"Creatine Metabolism","creatine",0.104123049984594,0.53,0.0166830196551478,0,0.521652669245945,0.83,"Parallel"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","2,3-diphosphoglycerate",0.524971272281424,0.03,0.00562846820762589,0,0.384951416686104,1,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","dihomo-linoleate (20:2n6)",0.00077316576235609,0,0.0294845870193545,0,0.0849360591140861,0,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylhistidine",0.299651821305478,0,0.0346761261126985,0,0.717056250390008,1,"Interaction"
"Fatty Acid, Monohydroxy","2-hydroxystearate",0.000460336275844696,0,0.0126281126530713,0,0.253802316551146,0.15,"Interaction"
"Purine Metabolism, Adenine containing","N1-methyladenosine",0.00145124050090655,0,0.000631551635865803,0,0.419002118758597,0.41,"Interaction"
"Glycerolipid Metabolism","glycerol",0.00651507740197669,0,0.00521902930657877,0,0.358501246421388,0.79,"Interaction"
"Phospholipid Metabolism","choline",0.003134756769486,0,0.00283710203233455,0,0.943883805455727,0.98,"Interaction"
"Tryptophan Metabolism","anthranilate",0.619264691128937,0,0.0300858989485044,0,0.576502471426617,1,"Interaction"
"Food Component/Plant","cinnamate",0.969520808700379,0.75,0.097478322270202,0,0.480319509745052,0.97,"Parallel"
"Gamma-glutamyl Amino Acid","gamma-glutamylleucine",0.326409174750053,0,0.00106022533072267,0,0.718004849163845,1,"Interaction"
"Tyrosine Metabolism","3-methoxytyrosine",0.444223472296777,0.56,0.00533169838646364,0,0.653039713073331,1,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","beta-hydroxyisovalerate",0.0788041783451175,0,0.00403851520762932,0,0.625898493054022,1,"Interaction"
"Endocannabinoid","palmitoyl ethanolamide",0.016499976932793,0,0.000223319376975607,0,0.197386640802057,0.32,"Interaction"
"Ceramides","N-palmitoyl-sphingosine (d18:1/16:0)",0.302859322728629,0,0.000975585174392392,0,0.68056321486062,0.13,"Interaction"
"Phosphatidylethanolamine (PE)","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)",0.0958964804198806,0,1.31189750915643e-05,0,0.729238869104525,0.98,"Interaction"
"Phosphatidylinositol (PI)","1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)",0.0357588655599857,0,0.0619178282630198,0,0.621542349169401,0.86,"Interaction"
"Phosphatidylcholine (PC)","1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)",0.0702359582810245,0,0.0225340066904051,0,0.665558091888304,0.71,"Interaction"
"Sphingomyelins","stearoyl sphingomyelin (d18:1/18:0)",0.0263873333545076,0,0.000736163435196334,0,0.710588411521892,0.98,"Interaction"
"Phosphatidylcholine (PC)","1-palmitoyl-2-oleoyl-GPC (16:0/18:1)",0.0211640813847514,0,0.00189539294135941,0,0.376520297901925,0.71,"Interaction"
"Ceramides","N-stearoyl-sphingosine (d18:1/18:0)*",0.416535707123355,0,0.00101094002637681,0,0.223374011851237,0.13,"Interaction"
"Primary Bile Acid Metabolism","taurochenodeoxycholate",0.00241352955595065,0,0.241612516752155,0.72,0.289392490108075,0.93,"Interaction"
"Primary Bile Acid Metabolism","taurocholate",0.101701033012693,0,0.671860296019447,0.72,0.778679964024286,0.93,"Interaction"
"Secondary Bile Acid Metabolism","taurodeoxycholate",0.0556286288391839,0,0.914499071880192,0.88,0.945714090935946,0.98,"Interaction"
"Fatty Acid, Dicarboxylate","azelate (C9-DC)",0.424133905299639,0,0.00307628756773846,0,0.847167365453824,0.92,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","eicosapentaenoate (EPA; 20:5n3)",0.0163382450870211,0,0.0215327610391306,0,0.148913643098316,0,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","methylsuccinate",0.67857951258775,0,0.0915655812110206,0,0.378618630188774,1,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","ethylmalonate",0.0968751833096958,0,0.00280048450572578,0,0.968094997460553,1,"Interaction"
"Tryptophan Metabolism","xanthurenate",0.402573282605363,0,0.036646746120443,0,0.52585962091375,1,"Interaction"
"Fatty Acid, Dicarboxylate","suberate (C8-DC)",0.327507346051789,0,0.0120043942865751,0,0.993995506297185,0.92,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","3-methyl-2-oxovalerate",0.0143194963129852,0,0.083248153835984,0,0.858545991375573,1,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","methionine sulfoxide",0.773724605012702,0.01,0.0173735379230563,0,0.938469460469805,1,"Interaction"
"Histidine Metabolism","3-methylhistidine",0.169717304684235,0.12,0.303814537349526,0,0.792097030601185,0.99,"Parallel"
"Histidine Metabolism","anserine",0.0204160172988961,0.12,0.0703865976165024,0,0.919112495185362,0.99,"Parallel"
"Lysine Metabolism","5-hydroxylysine",0.635856183586715,0.01,0.00488561741598146,0,0.823601351294859,1,"Interaction"
"Fructose, Mannose and Galactose Metabolism","2-ketogulonate",0.119217812207932,0.04,0.101034709182478,0,0.544589086298392,0.97,"Interaction"
"Fatty Acid, Dicarboxylate","pimelate (C7-DC)",0.510709193093624,0,0.00769803960492519,0,0.862735390142627,0.92,"Interaction"
"Lysine Metabolism","cadaverine",0.00184255339351043,0.01,0.0150378690993595,0,0.88526071883211,1,"Interaction"
"Creatine Metabolism","creatine phosphate",0.77298897244254,0.53,0.0103381175835203,0,0.60905080092612,0.83,"Parallel"
