"sub_pathway","chem_name","interaction_pval","interaction_fisher","parallel_pval","parallel_fisher","single_pval","single_fisher","model"
"Leucine, Isoleucine and Valine Metabolism","leucine",0.3083004833642,0.77,0.171381107863437,0.02,0.0810732726835294,0.09,"Parallel"
"Lysine Metabolism","lysine",0.411296799658645,0.06,0.87223039544057,0.79,0.0285445204954171,0,"Single"
"TCA Cycle","malate",0.087810905962585,0.08,0.0160479892573599,0,0.00203184599848169,0.02,"Parallel"
"Methionine, Cysteine, SAM and Taurine Metabolism","methionine",0.606951877290157,0.62,0.71179022647496,0.01,0.135467253302289,0.09,"Parallel"
"Fatty Acid Metabolism (also BCAA Metabolism)","methylmalonate (MMA)",0.877418297963655,0.32,0.793442562047128,0.18,0.473405779187685,0.3,"None"
"Long Chain Saturated Fatty Acid","palmitate (16:0)",0.457313118333561,0.83,0.512600539261371,0.23,0.00474010122643958,0,"Single"
"Nicotinate and Nicotinamide Metabolism","nicotinamide",0.223770417243738,0.45,0.00551744604013372,0,0.392766561718773,0.03,"Parallel"
"Long Chain Saturated Fatty Acid","stearate (18:0)",0.58408472051066,0.83,0.304060331597461,0.23,0.00230655004681838,0,"Single"
"Urea cycle; Arginine and Proline Metabolism","ornithine",0.349766526223572,0.19,0.687094339785268,0.02,0.0578157950160368,0,"Parallel"
"Pyrimidine Metabolism, Orotate containing","orotate",0.130640484108031,0.02,0.481935515468807,0.15,0.639374840569427,0.25,"Interaction"
"Glutathione Metabolism","glutathione, oxidized (GSSG)",0.247041007170609,0.55,0.0363123601340232,0.18,0.334203300604933,0.32,"None"
"Long Chain Monounsaturated Fatty Acid","palmitoleate (16:1n7)",0.371125957201791,0.91,0.430512917558089,0.1,0.00644521638010152,0,"Single"
"Phenylalanine Metabolism","phenylalanine",0.308706674704161,0.65,0.404562797076966,0.83,0.0275639548069286,0,"Single"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","phosphoenolpyruvate (PEP)",0.750656985455085,0.54,0.403796739432574,0.13,0.0339780864505803,0.02,"Single"
"Urea cycle; Arginine and Proline Metabolism","proline",0.261548560940423,0.19,0.431026181077672,0.02,0.228499141024886,0,"Parallel"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","lactate",0.283382590016789,0.54,0.535988502833567,0.13,0.193186494822464,0.02,"Single"
"Vitamin B6 Metabolism","pyridoxal",0.159547972545728,0.37,0.224630495046638,0.27,0.27908878916969,0.39,"None"
"Vitamin A Metabolism","retinol (vitamin A)",0.242449631523983,0.38,0.104463133177096,0.08,0.501762898938072,0.19,"None"
"Riboflavin Metabolism","riboflavin (vitamin B2)",0.510915276483519,0.73,0.500504844232063,0.81,0.022692954719333,0.01,"Single"
"Glycine, Serine and Threonine Metabolism","serine",0.498237194801664,0.93,0.860863442815639,0.63,0.0708057160332034,0,"Single"
"Tryptophan Metabolism","serotonin",0.51899687575615,0.63,0.0922363372053715,0.3,0.041716698539217,0.01,"Single"
"Polyamine Metabolism","spermine",0.868663892299492,0.97,0.855232417107097,0.84,0.00223183102717244,0,"Single"
"Methionine, Cysteine, SAM and Taurine Metabolism","taurine",0.492042332390015,0.62,0.503574696586321,0.01,0.0390671077308414,0.09,"Parallel"
"Long Chain Saturated Fatty Acid","myristate (14:0)",0.588817326546776,0.83,0.116811840133647,0.23,0.00352366770539744,0,"Single"
"Thiamine Metabolism","thiamin monophosphate",0.205486502536638,0.43,0.77086504953729,0.32,0.160980464362934,0.05,"None"
"Urea cycle; Arginine and Proline Metabolism","urea",0.377132771263293,0.19,0.227076292210294,0.02,0.0715180716610002,0,"Parallel"
"Pyrimidine Metabolism, Uracil containing","uridine",0.399113850568497,0.45,0.287540434192803,0.26,0.30803460446521,0.35,"None"
"Pyrimidine Metabolism, Uracil containing","2'-deoxyuridine",0.135114820177409,0.45,0.168657280433598,0.26,0.236083164167225,0.35,"None"
"Histidine Metabolism","trans-urocanate",0.416988781623744,0.76,0.03196581964979,0,0.589743288376602,0,"Parallel"
"Glutamate Metabolism","glutamate",0.342541494776784,0.5,0.826922262288414,0.42,0.0903218600712135,0,"Single"
"Glutamate Metabolism","glutamine",0.570153255924952,0.5,0.467046887891514,0.42,0.019306427721275,0,"Single"
"Glycine, Serine and Threonine Metabolism","threonine",0.407419593950897,0.93,0.685663099620817,0.63,0.112515766151526,0,"Single"
"Tryptophan Metabolism","tryptophan",0.274343801036108,0.63,0.480773481450827,0.3,0.0177779679247784,0.01,"Single"
"Leucine, Isoleucine and Valine Metabolism","valine",0.511104376046566,0.77,0.368058464939667,0.02,0.0378507498133774,0.09,"Parallel"
"Vitamin B6 Metabolism","pyridoxamine",0.450319622934421,0.37,0.592350660802748,0.27,0.27485266844558,0.39,"None"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","glucose",0.329077063572727,0.54,0.497802696674982,0.13,0.487906089659076,0.02,"Single"
"Purine Metabolism, Adenine containing","adenosine",0.928438720545067,0.99,0.59484921730194,0.97,0.229851710823864,0.01,"Single"
"Glycine, Serine and Threonine Metabolism","betaine",0.672242061520372,0.93,0.74580944115269,0.63,0.058825982139062,0,"Single"
"Methionine, Cysteine, SAM and Taurine Metabolism","cysteine",0.642595103703854,0.62,0.403395901433632,0.01,0.275352509767585,0.09,"Parallel"
"Fructose, Mannose and Galactose Metabolism","mannose",0.489891770816519,0.89,0.23547090109829,0.24,0.877973058394808,0.54,"None"
"Glycine, Serine and Threonine Metabolism","dimethylglycine",0.63958478876072,0.93,0.0690341149839165,0.63,0.707332599228398,0,"Single"
"Alanine and Aspartate Metabolism","alanine",0.276871823478045,0.25,0.918522409327376,0.61,0.252216904663714,0.03,"Single"
"Tyrosine Metabolism","tyrosine",0.448440911643001,0.11,0.19482833651618,0.18,0.503205316541969,0.28,"None"
"Pyrimidine Metabolism, Uracil containing","pseudouridine",0.463462262008314,0.45,0.740554340364159,0.26,0.860697925505109,0.35,"None"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","pyruvate",0.106124714375245,0.54,0.0761617606052992,0.13,0.655237363649936,0.02,"Single"
"Pyrimidine Metabolism, Uracil containing","uracil",0.172888673289826,0.45,0.789009984338549,0.26,0.415641685506042,0.35,"None"
"Pentose Metabolism","xylose",0.232550269735078,0.02,0.970688829867949,0.1,0.873905954844361,0.8,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","cytidine",0.421883451866121,0.7,0.264527079093167,0.49,0.0604931251664994,0,"Single"
"Pentose Metabolism","arabinose",0.0171334135390696,0.02,0.590348289642149,0.1,0.413240389708531,0.8,"Interaction"
"Pyrimidine Metabolism, Uracil containing","uridine 5'-monophosphate (UMP)",0.431869811454655,0.45,0.0290684816063199,0.26,0.0611191173898585,0.35,"None"
"Thiamine Metabolism","thiamin (vitamin B1)",0.572766894123494,0.43,0.857227346192636,0.32,0.110096664169237,0.05,"None"
"Fructose, Mannose and Galactose Metabolism","fructose",0.517589144810322,0.89,0.235261845026811,0.24,0.462742220400302,0.54,"None"
"Purine Metabolism, Adenine containing","adenine",0.562563282673906,0.99,0.543790092933349,0.97,0.152429238162663,0.01,"Single"
"Pyrimidine Metabolism, Cytidine containing","cytosine",0.496827548811892,0.7,0.521693314339092,0.49,0.0670834428206821,0,"Single"
"Medium Chain Fatty Acid","caprate (10:0)",0.798997459803544,0.99,0.34171036756412,0.01,0.00886936801191173,0,"Parallel"
"Long Chain Saturated Fatty Acid","margarate (17:0)",0.61856730653879,0.83,0.319663676869921,0.23,0.00156791043441577,0,"Single"
"Long Chain Saturated Fatty Acid","nonadecanoate (19:0)",0.374090860554643,0.83,0.421659379819056,0.23,0.0145178584665721,0,"Single"
"Long Chain Saturated Fatty Acid","arachidate (20:0)",0.525504592659887,0.83,0.167923098402869,0.23,0.00356343565195555,0,"Single"
"Pentose Metabolism","ribose",0.222722971341955,0.02,0.0196101551232041,0.1,0.279262979359271,0.8,"Interaction"
"Alanine and Aspartate Metabolism","asparagine",0.472463056871911,0.25,0.849771684738561,0.61,0.0740256356622523,0.03,"Single"
"Pyrimidine Metabolism, Orotate containing","dihydroorotate",0.166124291367468,0.02,0.0511593656195105,0.15,0.294222672612137,0.25,"Interaction"
"Medium Chain Fatty Acid","heptanoate (7:0)",0.342533260804114,0.99,0.374751204204117,0.01,0.285200723466681,0,"Parallel"
"Medium Chain Fatty Acid","caproate (6:0)",0.977739518191038,0.99,0.782557321815078,0.01,0.530966308490226,0,"Parallel"
"Disaccharides and Oligosaccharides","sucrose",0.024090713770935,0.024090713770935,0.170679603163234,0.170679603163234,0.267736224373757,0.267736224373757,"Interaction"
"Long Chain Saturated Fatty Acid","pentadecanoate (15:0)",0.588759005343172,0.83,0.395746199179594,0.23,0.0039180179457653,0,"Single"
"Urea cycle; Arginine and Proline Metabolism","trans-4-hydroxyproline",0.581841654223361,0.19,0.607607056903888,0.02,0.183050367368085,0,"Parallel"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","allantoin",0.442203795997226,0,0.166554134672724,0,0.477689572341633,0.39,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","xanthine",2.26340020546721e-05,0,0.0392586965401732,0,0.350496049100524,0.39,"Interaction"
"Glutathione Metabolism","5-oxoproline",0.716778825378111,0.55,0.329677998147043,0.18,0.0932820127118231,0.32,"None"
"Tryptophan Metabolism","picolinate",0.105541044575686,0.63,0.0613588030851036,0.3,0.060260209834956,0.01,"Single"
"Glycine, Serine and Threonine Metabolism","sarcosine",0.705331627517917,0.93,0.367271719975845,0.63,0.00238633433743227,0,"Single"
"Lysine Metabolism","pipecolate",0.865799163830086,0.06,0.866575146126413,0.79,0.115715706524354,0,"Single"
"Phospholipid Metabolism","phosphoethanolamine",0.724765238928266,0.59,0.943974780728878,0.01,0.0232920025525457,0,"Parallel"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","glycerate",0.376226125158059,0.54,0.476318900698272,0.13,0.20326125500339,0.02,"Single"
"Pyrimidine Metabolism, Uracil containing","3-ureidopropionate",0.299687623272428,0.45,0.511464260785884,0.26,0.126061942749954,0.35,"None"
"Leucine, Isoleucine and Valine Metabolism","N-acetylleucine",0.20041327470357,0.77,0.331262961373315,0.02,0.947485633610212,0.09,"Parallel"
"Methionine, Cysteine, SAM and Taurine Metabolism","N-acetylmethionine",0.391893058480832,0.62,0.238711269725364,0.01,0.917890047721456,0.09,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","N-acetylvaline",0.27985330379081,0.77,0.278067198929149,0.02,0.419843909446302,0.09,"Parallel"
"Long Chain Monounsaturated Fatty Acid","erucate (22:1n9)",0.789341564307061,0.91,0.290961175900199,0.1,0.00304241860122241,0,"Single"
"Tyrosine Metabolism","thyroxine",0.422763063061323,0.11,0.985791547177861,0.18,0.0185938953465067,0.28,"None"
"Gamma-glutamyl Amino Acid","gamma-glutamyltyrosine",0.332935830573983,0.45,0.049599247648711,0.02,0.904387755389129,0.42,"Parallel"
"Food Component/Plant","methyl indole-3-acetate",0.354006753675344,0,0.0118385258867909,0,0.0759146454806405,0.38,"Interaction"
"Tocopherol Metabolism","alpha-tocopherol",0.440027553549181,0.42,0.000465737224020067,0,0.485677781075945,0.69,"Parallel"
"Pyrimidine Metabolism, Orotate containing","N-carbamoylaspartate",0.0088711710681378,0.02,0.182322297239829,0.15,0.321229142357222,0.25,"Interaction"
"Alanine and Aspartate Metabolism","N-acetylalanine",0.329177124182456,0.25,0.517999081184593,0.61,0.0835102023229532,0.03,"Single"
"Polyamine Metabolism","4-acetamidobutanoate",0.546278219060485,0.97,0.550769972591943,0.84,0.560809001786676,0,"Single"
"Primary Bile Acid Metabolism","chenodeoxycholate",0.382665111889104,0.04,0.318161907170889,0.57,0.021926112116624,0,"Interaction"
"TCA Cycle","citrate",0.728508394186785,0.08,0.368211088957589,0,0.330761520830162,0.02,"Parallel"
"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",0.412670776276123,0.45,0.0798530380790763,0.26,0.86123685020889,0.35,"None"
"Glutathione Metabolism","2-aminobutyrate",0.452028217259086,0.55,0.547127456339403,0.18,0.283274419043637,0.32,"None"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","urate",0.923377206356892,0,0.0486006799710225,0,0.992756690022599,0.39,"Interaction"
"Secondary Bile Acid Metabolism","ursodeoxycholate",0.24495948028392,0.34,0.786309318940422,0.04,0.268017360175035,0,"Parallel"
"Endocannabinoid","oleoyl ethanolamide",0.544700077476826,0.76,0.465908664256124,0.78,0.00369094728455584,0,"Single"
"Gamma-glutamyl Amino Acid","gamma-glutamylglutamine",0.276491249927348,0.45,0.4317947848882,0.02,0.242953964150837,0.42,"Parallel"
"Tyrosine Metabolism","4-hydroxyphenylpyruvate",0.0747185279051387,0.11,0.444194521395887,0.18,0.593580423248148,0.28,"None"
"Leucine, Isoleucine and Valine Metabolism","tigloylglycine",0.985473937088757,0.77,0.20905288027034,0.02,0.186041752287874,0.09,"Parallel"
"Aminosugar Metabolism","N-acetylneuraminate",0.35503478922535,0.71,0.649845949218675,0.32,0.52769644301762,0.09,"None"
"Aminosugar Metabolism","N-acetylglucosaminylasparagine",0.730055062016151,0.71,0.763474362379494,0.32,0.00708965955995941,0.09,"None"
"Creatine Metabolism","creatine",0.270600970859586,0.02,0.441982576822058,0.36,0.0562928377608897,0.06,"Interaction"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","2,3-diphosphoglycerate",0.876505154926168,0.54,0.0883008420931073,0.13,0.220393293586196,0.02,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","dihomo-linoleate (20:2n6)",0.730539029685038,0.99,0.318708081022405,0.77,0.000938383845327798,0,"Single"
"Gamma-glutamyl Amino Acid","gamma-glutamylhistidine",0.802242524414402,0.45,0.276969507938367,0.02,0.851503591200477,0.42,"Parallel"
"Fatty Acid, Monohydroxy","2-hydroxystearate",0.655586673423529,0.98,0.468148105508715,0.1,0.00294803648847846,0,"Single"
"Purine Metabolism, Adenine containing","N1-methyladenosine",0.501788012866577,0.99,0.662535831313318,0.97,0.0658196674446573,0.01,"Single"
"Glycerolipid Metabolism","glycerol",0.369654273598747,0.6,0.370647014494442,0.48,0.0114812455339235,0.15,"None"
"Phospholipid Metabolism","choline",0.624224991322814,0.59,0.445027211029683,0.01,0.0651096445704543,0,"Parallel"
"Tryptophan Metabolism","anthranilate",0.359248516431826,0.63,0.382378928392052,0.3,0.445711269872263,0.01,"Single"
"Food Component/Plant","cinnamate",0.208798589890967,0,0.95889186631532,0,0.225108664950877,0.38,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylleucine",0.257536013497419,0.45,0.0604923685220647,0.02,0.383696908623224,0.42,"Parallel"
"Tyrosine Metabolism","3-methoxytyrosine",0.186730990485268,0.11,0.262074138053826,0.18,0.208831669743877,0.28,"None"
"Leucine, Isoleucine and Valine Metabolism","beta-hydroxyisovalerate",0.464894397632173,0.77,0.121904121557831,0.02,0.793048382685409,0.09,"Parallel"
"Endocannabinoid","palmitoyl ethanolamide",0.245310585660445,0.76,0.954007522440839,0.78,0.0290423101407194,0,"Single"
"Ceramides","N-palmitoyl-sphingosine (d18:1/16:0)",0.213710926488406,0.28,0.84894301887066,0.76,0.0615440332813932,0.01,"Single"
"Phosphatidylethanolamine (PE)","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)",0.155007848053177,0.02,0.365116743723176,0.73,0.145342390612514,0,"Interaction"
"Phosphatidylinositol (PI)","1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)",0.860997536174597,0.73,0.80282866544593,0.84,0.0752640101698925,0,"Single"
"Phosphatidylcholine (PC)","1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)",0.524032866539728,0.37,0.723134048419797,0.91,0.155909407523535,0,"Single"
"Sphingomyelins","stearoyl sphingomyelin (d18:1/18:0)",0.141900002934869,0.16,0.990936431705446,1,0.306002225974688,0,"Single"
"Phosphatidylcholine (PC)","1-palmitoyl-2-oleoyl-GPC (16:0/18:1)",0.333357388891215,0.37,0.751884371254147,0.91,0.264121442088302,0,"Single"
"Ceramides","N-stearoyl-sphingosine (d18:1/18:0)*",0.281381189666548,0.28,0.093975611173011,0.76,0.481592170373519,0.01,"Single"
"Primary Bile Acid Metabolism","taurochenodeoxycholate",0.0262189488046682,0.04,0.983115345914972,0.57,0.0055072834805635,0,"Interaction"
"Primary Bile Acid Metabolism","taurocholate",0.0916745718023606,0.04,0.242189190391644,0.57,0.274563420343568,0,"Interaction"
"Secondary Bile Acid Metabolism","taurodeoxycholate",0.497649228378924,0.34,0.171379405061301,0.04,0.000493668146681355,0,"Parallel"
"Fatty Acid, Dicarboxylate","azelate (C9-DC)",0.459371866492552,0.72,0.254886991554727,0.21,0.320298094723364,0,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","eicosapentaenoate (EPA; 20:5n3)",0.588607967361468,0.99,0.686486410005127,0.77,0.00765971602506458,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","methylsuccinate",0.224494056776472,0.77,0.434301096713331,0.02,0.580234827884398,0.09,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","ethylmalonate",0.357702716832435,0.77,0.77789651968935,0.02,0.790087436015947,0.09,"Parallel"
"Tryptophan Metabolism","xanthurenate",0.656413371908024,0.63,0.0926697768926424,0.3,0.76325088074113,0.01,"Single"
"Fatty Acid, Dicarboxylate","suberate (C8-DC)",0.473515030623752,0.72,0.107185863208468,0.21,0.76984667015896,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","3-methyl-2-oxovalerate",0.666233481393112,0.77,0.579237286105776,0.02,0.229221920203107,0.09,"Parallel"
"Methionine, Cysteine, SAM and Taurine Metabolism","methionine sulfoxide",0.144554466796486,0.62,0.0766849669377912,0.01,0.495600670742836,0.09,"Parallel"
"Histidine Metabolism","3-methylhistidine",0.959602166204273,0.76,0.163065660411659,0,0.00031899525531827,0,"Parallel"
"Histidine Metabolism","anserine",0.951304925554187,0.76,0.16626429410858,0,0.0172548000338939,0,"Parallel"
"Lysine Metabolism","5-hydroxylysine",0.316868323227295,0.06,0.220648622303311,0.79,0.149526252686997,0,"Single"
"Fructose, Mannose and Galactose Metabolism","2-ketogulonate",0.924416054000838,0.89,0.190681363919004,0.24,0.664046301796955,0.54,"None"
"Fatty Acid, Dicarboxylate","pimelate (C7-DC)",0.283639802336,0.72,0.128653753035539,0.21,0.785954992316618,0,"Single"
