"sub_pathway","chem_name","interaction_pval","interaction_fisher","parallel_pval","parallel_fisher","single_pval","single_fisher","model"
"Methionine, Cysteine, SAM and Taurine Metabolism","S-adenosylhomocysteine (SAH)",0.195063153830164,0,0.0123786929096441,0,0.384421956057173,0.63,"Interaction"
"Chemical","glycolate (hydroxyacetate)",0.0352471725646483,0,0.220598409862637,0,0.0850786343416437,0,"Interaction"
"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",0.0460844014530768,0,0.313842597796487,0.01,0.499453440892285,0.08,"Interaction"
"Purine Metabolism, Adenine containing","adenosine 5'-diphosphate (ADP)",0.149795791243066,0,0.0436998055302068,0.01,0.0765787878892105,0.08,"Interaction"
"Purine Metabolism, Adenine containing","adenosine 5'-monophosphate (AMP)",0.162793709480622,0,0.0462507534641012,0.01,0.0212248305776376,0.08,"Interaction"
"Polyamine Metabolism","5-methylthioadenosine (MTA)",0.131138916842078,0,0.026834168549956,0,0.259678105293144,0.07,"Interaction"
"Nicotinate and Nicotinamide Metabolism","adenosine 5'-diphosphoribose (ADP-ribose)",0.438960122294166,0.01,0.0029538131290032,0,0.00162868449399118,0.1,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","allantoic acid",0.279196608885709,0,0.0181466528954007,0,0.946030213753559,0.02,"Interaction"
"Pentose Phosphate Pathway","ribose 1-phosphate",0.000107730609646684,0.000107730609646684,0.201226204413492,0.201226204413492,0.335181492057439,0.335181492057439,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","arachidonate (20:4n6)",0.0548638675194083,0,0.72052263765206,0.97,0.0092950046270874,0,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","arginine",0.136892343564265,0,0.543123093914907,0,0.0826111060037968,0,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","argininosuccinate",0.00475333583315849,0,0.000230508727959066,0,0.0376260247022825,0,"Interaction"
"Alanine and Aspartate Metabolism","aspartate",0.0708720627089138,0,0.366918471462662,0,0.088060347554553,0.45,"Interaction"
"Phenylalanine Metabolism","2-hydroxyphenylacetate",0.128263594987487,0.02,0.589017944361395,0.03,0.00545166064930838,0.01,"Interaction"
"Tyrosine Metabolism","3-(4-hydroxyphenyl)lactate",0.0629530777994642,0.01,0.00338054874899799,0,0.988585364570147,0.88,"Interaction"
"Phenylalanine Metabolism","phenylpyruvate",0.138982968194895,0.02,0.0507193671954562,0.03,0.20128443127833,0.01,"Interaction"
"Histidine Metabolism","carnosine",0.0427194418450421,0.02,0.0174783529686637,0,0.731000058969767,0,"Interaction"
"Hemoglobin and Porphyrin Metabolism","biliverdin",0.317506456079057,0.44,0.555825819708112,0,0.0505669171754874,0.01,"Parallel"
"Biotin Metabolism","biotin",0.235659210039055,0.235659210039055,0.0485982997405689,0.0485982997405689,0.332310749570694,0.332310749570694,"Parallel"
"TCA Cycle","succinate",0.0954788958989452,0,0.197121046719555,0,0.716454202227502,0.09,"Interaction"
"Ketone Bodies","3-hydroxybutyrate (BHBA)",0.0336609104577091,0.0336609104577091,0.898118899176508,0.898118899176508,0.564590812082491,0.564590812082491,"Interaction"
"Sterol","cholesterol",0.0477083387168016,0,0.528540232612634,0.4,0.20625059446859,0.03,"Interaction"
"Phospholipid Metabolism","choline phosphate",0.0258835120833585,0,0.0929673012664263,0,0.46570264447315,0.11,"Interaction"
"Corticosteroids","corticosterone",0.837660383798253,0.837660383798253,0.44912500381425,0.44912500381425,0.958129904383216,0.958129904383216,"None"
"Creatine Metabolism","creatinine",0.0103826138481768,0,0.0132621560996732,0.03,0.651862488970276,0.3,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","cystine",0.253237210947391,0,0.841349228727448,0,0.193053721905771,0.63,"Interaction"
"Sphingosines","sphingosine",0.0186338907232795,0.01,2.44828324979994e-05,0,0.174983612313555,0.1,"Interaction"
"Secondary Bile Acid Metabolism","deoxycholate",0.149045438617511,0,0.780317870391054,0.86,0.00168814703226652,0,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","cystathionine",0.161540221582861,0,0.262778422345387,0,0.354273684500107,0.63,"Interaction"
"Sphingolipid Synthesis","sphinganine",0.00599675512198286,0.01,0.000117323146370602,0,0.47500109336575,0.62,"Interaction"
"Riboflavin Metabolism","flavin adenine dinucleotide (FAD)",0.0810195624125362,0.04,0.160574673188175,0.06,0.123459185973245,0.05,"Interaction"
"TCA Cycle","fumarate",0.0232778163237155,0,0.0832460852768024,0,0.467615580294412,0.09,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylglutamate",0.0586677166494015,0,0.0776102222699587,0,0.736596322942533,0.99,"Interaction"
"Food Component/Plant","gluconate",0.0199324446099512,0,0.0320346969729244,0,0.493370645185934,0.26,"Interaction"
"Fatty Acid, Dicarboxylate","glutarate (C5-DC)",0.0190418525813025,0,0.0230350536308289,0,0.718794328429762,0,"Interaction"
"Glycine, Serine and Threonine Metabolism","glycine",0.0947158457100833,0.01,0.345155575415626,0,0.136515251296798,0.05,"Interaction"
"Primary Bile Acid Metabolism","glycocholate",0.15805286933666,0,0.838064815727373,0.74,0.137649834806454,0.01,"Interaction"
"Creatine Metabolism","guanidinoacetate",0.0128998480362243,0,0.758655258712299,0.03,0.290081564533403,0.3,"Interaction"
"Purine Metabolism, Guanine containing","guanosine 5'-monophosphate (5'-GMP)",0.033676446639831,0,0.298395636679859,0.13,0.827214248055401,0.2,"Interaction"
"Histidine Metabolism","histamine",0.970536309801515,0.02,0.116268636967052,0,0.0294046426617345,0,"Interaction"
"Histidine Metabolism","histidine",0.383882173383129,0.02,0.762535968066329,0,0.0505193206012457,0,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","hypotaurine",0.15848572311023,0,0.0199795015059448,0,0.146150008465842,0.63,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","inosine",0.0018494196360597,0,0.0729323228020617,0,0.112360043086896,0.02,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","inosine 5'-monophosphate (IMP)",0.590201830220494,0,0.00163215039325857,0,0.0131536667539942,0.02,"Interaction"
"Inositol Metabolism","myo-inositol",0.397262450738231,0.05,0.198325735764574,0.09,0.672806284128062,0.92,"None"
"Leucine, Isoleucine and Valine Metabolism","isoleucine",0.0370449570910492,0,0.0923599977084545,0,0.42946599628938,0.79,"Interaction"
"Lysine Metabolism","2-aminoadipate",0.0149205576025268,0,0.288341216839111,0,0.847056736771276,0.12,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","citrulline",0.124584797259583,0,0.0108306651553729,0,0.370870949204422,0,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","leucine",0.0446299111648704,0,0.165034179525525,0,0.196025804875007,0.79,"Interaction"
"Lysine Metabolism","lysine",0.103260718726776,0,0.36538699619815,0,0.0790640067657352,0.12,"Interaction"
"TCA Cycle","malate",0.106736705353692,0,0.0976187011406423,0,0.0136780186130315,0.09,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","methionine",0.23843148737117,0,0.0987136428198864,0,0.305976805178367,0.63,"Interaction"
"Fatty Acid Metabolism (also BCAA Metabolism)","methylmalonate (MMA)",0.946643402934451,0.04,0.361334869301784,0,0.16434358324632,0.29,"Interaction"
"Long Chain Saturated Fatty Acid","palmitate (16:0)",0.00789928475189329,0,0.306132493361688,0.7,0.0241065278634377,0,"Interaction"
"Nicotinate and Nicotinamide Metabolism","nicotinamide",0.073383773309316,0.01,0.00376746904380965,0,0.333760779156123,0.1,"Interaction"
"Long Chain Saturated Fatty Acid","stearate (18:0)",0.010818079608417,0,0.483320903402247,0.7,0.00882740990655635,0,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","ornithine",0.234655785934761,0,0.205756485222264,0,0.156565177388251,0,"Interaction"
"Pyrimidine Metabolism, Orotate containing","orotate",0.0103136220674741,0,0.176047581397878,0.01,0.872885351957209,0.69,"Interaction"
"Glutathione Metabolism","glutathione, oxidized (GSSG)",0.188303178491651,0,0.000173460555993592,0,0.483264590955602,0.8,"Interaction"
"Long Chain Monounsaturated Fatty Acid","palmitoleate (16:1n7)",0.00367167115844507,0,0.129514749830494,0.33,0.0374720491401032,0,"Interaction"
"Phenylalanine Metabolism","phenylalanine",0.0482216487484665,0.02,0.278897589755947,0.03,0.055066077231255,0.01,"Interaction"
"Oxidative Phosphorylation","phosphate",0.0536004353049552,0.0536004353049552,0.676103645318928,0.676103645318928,0.0264583701594891,0.0264583701594891,"Single"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","phosphoenolpyruvate (PEP)",0.434631497554724,0,0.0241201723505015,0,0.0748093295683187,0.15,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","proline",0.139189581660901,0,0.0839040391014014,0,0.40222176608579,0,"Interaction"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","lactate",0.032106045185464,0,0.0761487394563639,0,0.428995788468378,0.15,"Interaction"
"Vitamin B6 Metabolism","pyridoxal",0.0197963023698059,0,0.280951564024372,0.3,0.573391377491822,0.84,"Interaction"
"Vitamin A Metabolism","retinol (vitamin A)",0.00867108214921519,0,0.58437675452984,0.63,0.727535691339232,0.51,"Interaction"
"Riboflavin Metabolism","riboflavin (vitamin B2)",0.0864254804928551,0.04,0.0618788600231508,0.06,0.0791409633069608,0.05,"Interaction"
"Drug - Topical Agents","salicylate",0.410929117323483,0.22,0.00636627241932202,0,0.744153706541532,0.48,"Parallel"
"Glycine, Serine and Threonine Metabolism","serine",0.079893291116809,0.01,0.384252222126262,0,0.198472031527956,0.05,"Interaction"
"Tryptophan Metabolism","serotonin",0.130951075298615,0,0.00336824853913854,0,0.12713047282331,0.11,"Interaction"
"Polyamine Metabolism","spermine",0.0912480324133444,0,0.0629268555707066,0,0.00703648862295617,0.07,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","taurine",0.125203090123167,0,0.306926366876686,0,0.0828148189577264,0.63,"Interaction"
"Long Chain Saturated Fatty Acid","myristate (14:0)",0.00208735691107617,0,0.212201385413827,0.7,0.018865051086434,0,"Interaction"
"Thiamine Metabolism","thiamin monophosphate",0.0308605530629119,0.01,0.309693247465313,0,0.334502562304303,0.18,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","urea",0.307280806266856,0,0.037193222689065,0,0.135481954244714,0,"Interaction"
"Pyrimidine Metabolism, Uracil containing","uridine",0.0229499104142842,0,0.502838210431937,0.03,0.508207892171148,0.73,"Interaction"
"Pyrimidine Metabolism, Uracil containing","2'-deoxyuridine",0.353666074204364,0,0.0642965420068023,0.03,0.482066515700066,0.73,"Interaction"
"Histidine Metabolism","trans-urocanate",0.376692531311359,0.02,0.0185391093809867,0,0.815643941238986,0,"Interaction"
"Glutamate Metabolism","glutamate",0.232961444626129,0,0.273634311502721,0,0.156712446733408,0.12,"Interaction"
"Glutamate Metabolism","glutamine",0.0226899039900661,0,0.563933659328558,0,0.0826465867091749,0.12,"Interaction"
"Glycine, Serine and Threonine Metabolism","threonine",0.158829515674068,0.01,0.192705407338823,0,0.259977966040149,0.05,"Interaction"
"Tryptophan Metabolism","tryptophan",0.0970984915589606,0,0.355565084355497,0,0.0294769414293782,0.11,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","valine",0.0788505702384355,0,0.181628914294326,0,0.101062852163062,0.79,"Interaction"
"Vitamin B6 Metabolism","pyridoxamine",0.386411966386876,0,0.955778795998592,0.3,0.493228288732346,0.84,"Interaction"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","glucose",0.0187361165875188,0,0.303367787048746,0,0.801750933924709,0.15,"Interaction"
"Purine Metabolism, Adenine containing","adenosine",0.933510146762285,0,0.14262385381147,0.01,0.384795800309017,0.08,"Interaction"
"Glycine, Serine and Threonine Metabolism","betaine",0.168169276805964,0.01,0.536172137802981,0,0.13465772253142,0.05,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","cysteine",0.0365687044952831,0,0.317872776873516,0,0.368324077560084,0.63,"Interaction"
"Fructose, Mannose and Galactose Metabolism","mannose",0.052367751426941,0.03,0.250960697135521,0.03,0.98597656042352,0.9,"Interaction"
"Glycine, Serine and Threonine Metabolism","dimethylglycine",0.260163781584308,0.01,0.00149814112879864,0,0.933891649249506,0.05,"Interaction"
"Alanine and Aspartate Metabolism","alanine",0.079505258826436,0,0.265290919883491,0,0.506927502068897,0.45,"Interaction"
"Tyrosine Metabolism","tyrosine",0.323255197002282,0.01,0.0185373170631624,0,0.64908165521347,0.88,"Interaction"
"Fatty Acid Synthesis","malonate",0.0795778646616303,0.08,0.821623030074049,0.43,0.946543328179644,1,"None"
"Pyrimidine Metabolism, Uracil containing","pseudouridine",0.158110376709704,0,0.0583904052572003,0.03,0.84909714680116,0.73,"Interaction"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","pyruvate",0.0261594864824294,0,0.00211656901860992,0,0.889193641524513,0.15,"Interaction"
"Pyrimidine Metabolism, Uracil containing","uracil",0.111855040613925,0,0.221612051441098,0.03,0.693552427020995,0.73,"Interaction"
"Pentose Metabolism","xylose",0.29303033394116,0,0.428545002331902,0,0.892740753993691,1,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","cytidine",0.00976902025798185,0,0.695216928757792,0.02,0.171311136630288,0.07,"Interaction"
"Pentose Metabolism","arabinose",0.031820475369105,0,0.103414704908975,0,0.642466801813482,1,"Interaction"
"Pyrimidine Metabolism, Uracil containing","uridine 5'-monophosphate (UMP)",0.107090443653229,0,0.0489086134746428,0.03,0.106989049366498,0.73,"Interaction"
"Pyrimidine Metabolism, Thymine containing","thymidine",0.15526885713112,0.18,0.0461177946556017,0,0.844075840105523,0.66,"Parallel"
"Thiamine Metabolism","thiamin (vitamin B1)",0.0774053176975073,0.01,0.0527941679966863,0,0.290240490638609,0.18,"Interaction"
"Fructose, Mannose and Galactose Metabolism","fructose",0.0563825686996213,0.03,0.0806695335426715,0.03,0.615288075883339,0.9,"Interaction"
"Purine Metabolism, Adenine containing","adenine",0.648445043627756,0,0.234125070118093,0.01,0.272514279208479,0.08,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","cytosine",0.439963753402705,0,0.0624322944931989,0.02,0.106246310342281,0.07,"Interaction"
"Pyrimidine Metabolism, Thymine containing","thymine",0.464787561757953,0.18,0.0558563539099969,0,0.463078176353382,0.66,"Parallel"
"Medium Chain Fatty Acid","caprate (10:0)",0.04743349985308,0,0.471632944068579,0.69,0.0357917640370886,0,"Interaction"
"Long Chain Saturated Fatty Acid","margarate (17:0)",0.00984908339216181,0,0.652153930633298,0.7,0.00478818053989732,0,"Interaction"
"Long Chain Saturated Fatty Acid","nonadecanoate (19:0)",0.00460840443923747,0,0.336700532368424,0.7,0.0628793522613568,0,"Interaction"
"Long Chain Saturated Fatty Acid","arachidate (20:0)",0.00959259924089109,0,0.861605200686839,0.7,0.0119024034476786,0,"Interaction"
"Glycogen Metabolism","maltose",0.249316631558918,0.249316631558918,0.000544338543109799,0.000544338543109799,0.279200675643186,0.279200675643186,"Parallel"
"Pentose Metabolism","ribose",0.00920493464166308,0,0.393908186379154,0,0.587001265771315,1,"Interaction"
"Alanine and Aspartate Metabolism","asparagine",0.102790854721978,0,0.298960551288802,0,0.155755084288564,0.45,"Interaction"
"Pyrimidine Metabolism, Orotate containing","dihydroorotate",0.145698753872546,0,0.104116964172778,0.01,0.61041053826673,0.69,"Interaction"
"Medium Chain Fatty Acid","heptanoate (7:0)",0.869782860264007,0,0.487710756882065,0.69,0.619413014941293,0,"Interaction"
"Medium Chain Fatty Acid","caproate (6:0)",0.372440655803151,0,0.429657229765764,0.69,0.498750462064518,0,"Interaction"
"Disaccharides and Oligosaccharides","sucrose",0.0287216774232001,0.0287216774232001,0.217767124114186,0.217767124114186,0.301387078458524,0.301387078458524,"Interaction"
"Long Chain Saturated Fatty Acid","pentadecanoate (15:0)",0.0164577821823262,0,0.762636429221014,0.7,0.0124933001451121,0,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","trans-4-hydroxyproline",0.166166800392144,0,0.081296843310463,0,0.302072780437918,0,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","allantoin",0.114509101715352,0,0.0294832024175086,0,0.809194759811557,0.02,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","xanthine",8.67227879905957e-05,0,0.020902104230323,0,0.0111527115800609,0.02,"Interaction"
"Glutathione Metabolism","5-oxoproline",0.0353703483272832,0,0.0816772164777366,0,0.136159109849275,0.8,"Interaction"
"Tryptophan Metabolism","picolinate",0.0940725628209473,0,0.0157697952907134,0,0.104877858845468,0.11,"Interaction"
"Glycine, Serine and Threonine Metabolism","sarcosine",0.0454122821839846,0.01,0.753358098436106,0,0.00480845707701955,0.05,"Interaction"
"Pantothenate and CoA Metabolism","pantothenate",0.0618491099210958,0.0618491099210958,0.0734365306107597,0.0734365306107597,0.521521927995071,0.521521927995071,"None"
"Lysine Metabolism","pipecolate",0.26194067331288,0,0.121266321760278,0,0.369385560735661,0.12,"Interaction"
"Phospholipid Metabolism","phosphoethanolamine",0.0837558957617971,0,0.136429213635627,0,0.0654005821579526,0.11,"Interaction"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","glycerate",0.0419958069812671,0,0.191766219662455,0,0.438815057963582,0.15,"Interaction"
"Pyrimidine Metabolism, Uracil containing","3-ureidopropionate",0.0443708630956655,0,0.661859731688818,0.03,0.24421147033273,0.73,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","N-acetylleucine",0.0772202620799744,0,0.0324256814866554,0,0.961115590340544,0.79,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","N-acetylmethionine",0.292843429759301,0,0.0113571063901514,0,0.985711512420517,0.63,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","N-acetylvaline",0.078588769958472,0,0.0970837179973303,0,0.606446336460274,0.79,"Interaction"
"Long Chain Monounsaturated Fatty Acid","erucate (22:1n9)",0.0111312544359694,0,0.6633086041324,0.33,0.00884577214771663,0,"Interaction"
"Tyrosine Metabolism","thyroxine",0.0660470168287777,0.01,0.224916454468374,0,0.0838384252996413,0.88,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamyltyrosine",0.0788859165108856,0,0.00366122818084483,0,0.95930209820132,0.99,"Interaction"
"Food Component/Plant","methyl indole-3-acetate",0.348455575947212,0,0.000944128656136251,0,0.161993692928513,0.26,"Interaction"
"Tocopherol Metabolism","alpha-tocopherol",0.00534577368057712,0,0.0237710652137949,0.04,0.735780971506629,0.93,"Interaction"
"Pyrimidine Metabolism, Orotate containing","N-carbamoylaspartate",0.00960450689292938,0,0.108067978157446,0.01,0.402070795568572,0.69,"Interaction"
"Alanine and Aspartate Metabolism","N-acetylalanine",0.0518449947778076,0,0.0569227812828312,0,0.26394230438122,0.45,"Interaction"
"Polyamine Metabolism","4-acetamidobutanoate",0.441741522750666,0,0.189053965994093,0,0.872521374779857,0.07,"Interaction"
"Pyrimidine Metabolism, Thymine containing","3-aminoisobutyrate",0.15963232478197,0.18,0.0219979923195969,0,0.324852008922988,0.66,"Parallel"
"Primary Bile Acid Metabolism","chenodeoxycholate",0.00894302643828981,0,0.915427860205208,0.74,0.014883016239685,0.01,"Interaction"
"TCA Cycle","citrate",0.228964143090701,0,0.0661039218435732,0,0.566330533988271,0.09,"Interaction"
"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",0.11793509696279,0,0.614407833006745,0.03,0.986848986801675,0.73,"Interaction"
"Glutathione Metabolism","2-aminobutyrate",0.176323471721273,0,0.0853800371226094,0,0.557711754798645,0.8,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","urate",0.0420350175758775,0,0.0236347326205664,0,0.943701394191636,0.02,"Interaction"
"Secondary Bile Acid Metabolism","ursodeoxycholate",0.18635900119333,0,0.596090098498075,0.86,0.160092401475865,0,"Interaction"
"Endocannabinoid","oleoyl ethanolamide",0.0295483608725334,0,0.585130605977353,0.68,0.00710805550212721,0,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylglutamine",0.0155969721178697,0,0.0917356961110444,0,0.600929135330809,0.99,"Interaction"
"Tyrosine Metabolism","4-hydroxyphenylpyruvate",0.0274009948501698,0.01,0.12111560733665,0,0.879901025821245,0.88,"Interaction"
"Short Chain Fatty Acid","butyrate/isobutyrate (4:0)",0.376868459330482,0.376868459330482,0.504347904293525,0.504347904293525,0.158327004594884,0.158327004594884,"None"
"Leucine, Isoleucine and Valine Metabolism","tigloylglycine",0.064853059164489,0,0.273754519485124,0,0.442037483429974,0.79,"Interaction"
"Aminosugar Metabolism","N-acetylneuraminate",0.458387248572425,0,0.135687843226022,0,0.482290162884859,0.18,"Interaction"
"Aminosugar Metabolism","N-acetylglucosaminylasparagine",0.0615397386191455,0,0.537645026878536,0,0.0102613079326126,0.18,"Interaction"
"Creatine Metabolism","creatine",0.0449354398006146,0,0.553424170390634,0.03,0.135406463808897,0.3,"Interaction"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","2,3-diphosphoglycerate",0.743489500472003,0,0.0038622084544744,0,0.102819206252129,0.15,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","dihomo-linoleate (20:2n6)",0.0160478723625001,0,0.492390561997674,0.97,0.0031354924349892,0,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylhistidine",0.407283506716065,0,0.106676945138706,0,0.94967751633648,0.99,"Interaction"
"Fatty Acid, Monohydroxy","2-hydroxystearate",0.00815332377213731,0,0.48067590271342,0.49,0.0151164309318159,0,"Interaction"
"Purine Metabolism, Adenine containing","N1-methyladenosine",0.0065317094452177,0,0.0947278439894104,0.01,0.261576262732508,0.08,"Interaction"
"Glycerolipid Metabolism","glycerol",0.00556215495843408,0,0.212985384728555,0.01,0.0554410326936801,0.4,"Interaction"
"Phospholipid Metabolism","choline",0.00954599009114248,0,0.104198960661392,0,0.202122869636537,0.11,"Interaction"
"Tryptophan Metabolism","anthranilate",0.353892473336442,0,0.0796064235833432,0,0.73312577842527,0.11,"Interaction"
"Food Component/Plant","cinnamate",0.302121243879124,0,0.734304454395251,0,0.156430022998504,0.26,"Interaction"
"Eicosanoid","12-HHTrE",0.54245871282639,0.21,4.48952759535671e-08,0,0.190538363722533,0.01,"Parallel"
"Gamma-glutamyl Amino Acid","gamma-glutamylleucine",0.0890502586362578,0,0.0181177260039685,0,0.706536051503358,0.99,"Interaction"
"Benzoate Metabolism","p-hydroxybenzaldehyde",0.558810530373395,0.05,0.00133811912560752,0,0.641218166909761,0.51,"Parallel"
"Tyrosine Metabolism","3-methoxytyrosine",0.0618446930373638,0.01,0.134204021747517,0,0.395286881607277,0.88,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","beta-hydroxyisovalerate",0.140609888553068,0,0.0108743244939951,0,0.791444855689228,0.79,"Interaction"
"Endocannabinoid","palmitoyl ethanolamide",0.0100790320776346,0,0.20909970703599,0.68,0.10724008998567,0,"Interaction"
"Ceramides","N-palmitoyl-sphingosine (d18:1/16:0)",0.0621219502092566,0,0.252144865056577,0,0.1326689691725,0.08,"Interaction"
"Phosphatidylethanolamine (PE)","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)",0.0207225471138281,0,0.00586588477506982,0,0.40169944330676,0.03,"Interaction"
"Phosphatidylinositol (PI)","1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)",0.825811248011228,0,0.297708642865898,0.95,0.0855101687546576,0.03,"Interaction"
"Phosphatidylcholine (PC)","1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)",0.104355584497564,0,0.653760246997116,0.31,0.316718803293641,0,"Interaction"
"Sphingomyelins","stearoyl sphingomyelin (d18:1/18:0)",0.00987386085734571,0,0.119354621447596,0.13,0.658187989182889,0.06,"Interaction"
"Phosphatidylcholine (PC)","1-palmitoyl-2-oleoyl-GPC (16:0/18:1)",0.0127326763582674,0,0.172414386214888,0.31,0.575591803288203,0,"Interaction"
"Ceramides","N-stearoyl-sphingosine (d18:1/18:0)*",0.132903434131905,0,0.00520085616682568,0,0.143965894291747,0.08,"Interaction"
"Tetrahydrobiopterin Metabolism","biopterin",0.90152735721597,0.07,4.15844396085632e-05,0,0.590829212479228,0.86,"Parallel"
"Primary Bile Acid Metabolism","taurochenodeoxycholate",0.0106061158100054,0,0.251640544500928,0.74,0.0229943756578305,0.01,"Interaction"
