"CHEM_ID","sub_pathway","chem_name","interaction_pval","interaction_fisher","parallel_pval","parallel_fisher","single_pval","single_fisher","model"
500,"Riboflavin Metabolism","riboflavin (vitamin B2)",0.134556998501741,0.06,0.420623017515516,0.77,0.00739121205084264,0,"Single"
501,"Drug - Topical Agents","salicylate",0.6236979648276,0.07,0.0175470225830793,0,0.276891434405321,0,"Parallel"
503,"Glycine, Serine and Threonine Metabolism","serine",0.0182867924821307,0,0.928312374794469,0.74,0.144586061841545,0,"Interaction"
504,"Tryptophan Metabolism","serotonin",0.450309345031534,0,0.00376564582990023,0.04,0.00208981358931229,0,"Interaction"
507,"Polyamine Metabolism","spermine",0.248667870783786,0.01,0.200842648624893,0.45,0.000163987632890459,0,"Interaction"
512,"Methionine, Cysteine, SAM and Taurine Metabolism","taurine",0.0678284741740856,0,0.958578024440785,0.01,0.0270597069108876,0,"Interaction"
519,"Long Chain Saturated Fatty Acid","myristate (14:0)",0.011603328758046,0,0.310133006262863,0.81,0.0150333034342766,0,"Interaction"
523,"Thiamine Metabolism","thiamin monophosphate",0.00694671473318178,0.01,0.545250913101692,0.27,0.137651977889349,0.01,"Interaction"
533,"Urea cycle; Arginine and Proline Metabolism","urea",0.105626932181972,0,0.0359114669572123,0,0.00148739742489511,0,"Interaction"
535,"Pyrimidine Metabolism, Uracil containing","uridine",0.0597562203389536,0,0.400284276657534,0.44,0.220194831452872,0,"Interaction"
536,"Pyrimidine Metabolism, Uracil containing","2'-deoxyuridine",0.469279860458754,0,0.329211149483781,0.44,0.925086832390983,0,"Interaction"
537,"Histidine Metabolism","trans-urocanate",0.307038297677295,0.08,0.141867497847459,0.03,0.81380475779105,0,"Parallel"
561,"Glutamate Metabolism","glutamate",0.119072376869887,0,0.767810876869652,0.09,0.0142990730572647,0,"Interaction"
563,"Glutamate Metabolism","glutamine",0.0222329724795719,0,0.899170023686097,0.09,0.0859399165924506,0,"Interaction"
564,"Glycine, Serine and Threonine Metabolism","threonine",0.0385293834767057,0,0.870630249577642,0.74,0.186682245673686,0,"Interaction"
565,"Tryptophan Metabolism","tryptophan",0.0914831919161587,0,0.689935039722836,0.04,0.0119033111142052,0,"Interaction"
566,"Leucine, Isoleucine and Valine Metabolism","valine",0.0257301255623271,0,0.604766721813945,0.16,0.01660164041955,0,"Interaction"
568,"Vitamin B6 Metabolism","pyridoxamine",0.617750371395066,0.01,0.981025082608321,0.67,0.861447750648595,0.87,"Interaction"
572,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","glucose",0.00161839789218202,0,0.749347394411573,0,0.761476288002116,0,"Interaction"
798,"Purine Metabolism, Adenine containing","adenosine",0.7886753964471,0.01,0.41717868041178,0.24,0.184254014593813,0,"Interaction"
799,"Glycine, Serine and Threonine Metabolism","betaine",0.0412809155118682,0,0.454114921115827,0.74,0.0748073703458453,0,"Interaction"
800,"Methionine, Cysteine, SAM and Taurine Metabolism","cysteine",0.0207878449104696,0,0.529940760651253,0.01,0.16511440732872,0,"Interaction"
803,"Fructose, Mannose and Galactose Metabolism","mannose",0.0112284296208985,0,0.116881715779167,0.58,0.948224255253463,0.25,"Interaction"
806,"Glycine, Serine and Threonine Metabolism","dimethylglycine",0.0500194932545099,0,0.122396758911029,0.74,0.38012491072738,0,"Interaction"
811,"Alanine and Aspartate Metabolism","alanine",0.00849993678290917,0,0.801810128676708,0.92,0.336347392698029,0.03,"Interaction"
815,"Tyrosine Metabolism","tyrosine",0.0107828828602121,0,0.149204522682813,0,0.645287771411404,0,"Interaction"
818,"Fatty Acid Synthesis","malonate",0.00196008106241655,0.01,0.967904461996198,0.74,0.574307216786448,0.79,"Interaction"
821,"Pyrimidine Metabolism, Uracil containing","pseudouridine",0.356540090858559,0,0.189483483764177,0.44,0.650503000762165,0,"Interaction"
823,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","pyruvate",0.00770315789778696,0,0.0135959326502048,0,0.216139908283244,0,"Interaction"
825,"Pyrimidine Metabolism, Uracil containing","uracil",0.214719754066974,0,0.863727556363241,0.44,0.121668933186926,0,"Interaction"
826,"Pentose Metabolism","xylose",0.0175759050597286,0,0.850698537075428,0.04,0.0820779457744562,0.4,"Interaction"
827,"Pyrimidine Metabolism, Cytidine containing","cytidine",0.0640050354076339,0,0.336075833948315,0.78,0.277716432731852,0.04,"Interaction"
828,"Pentose Metabolism","arabinose",0.00312858791293572,0,0.0811580945135981,0.04,0.394875069929649,0.4,"Interaction"
869,"Pyrimidine Metabolism, Uracil containing","uridine 5'-monophosphate (UMP)",0.6443815113627,0,0.0305294769095806,0.44,0.00181664218291185,0,"Interaction"
872,"Pyrimidine Metabolism, Thymine containing","thymidine",0.697753034741058,0.32,0.633857118799298,0.8,0.968745748026313,0.83,"None"
873,"Thiamine Metabolism","thiamin (vitamin B1)",0.0995164836322481,0.01,0.638012593132896,0.27,0.0676945072952461,0.01,"Interaction"
878,"Fructose, Mannose and Galactose Metabolism","fructose",0.054742269747333,0,0.722581608003492,0.58,0.0730002333326368,0.25,"Interaction"
880,"Purine Metabolism, Adenine containing","adenine",0.732088088496903,0.01,0.247861065557075,0.24,0.178186432728403,0,"Interaction"
881,"Pyrimidine Metabolism, Cytidine containing","cytosine",0.109546250928962,0,0.428202543328045,0.78,0.0317781902075835,0.04,"Interaction"
882,"Pyrimidine Metabolism, Thymine containing","thymine",0.786081906543592,0.32,0.443157047890645,0.8,0.506008934705234,0.83,"None"
888,"Medium Chain Fatty Acid","caprate (10:0)",0.170326085653924,0.21,0.494138514809452,0.43,0.254006558630084,0.07,"None"
891,"Long Chain Saturated Fatty Acid","margarate (17:0)",0.0230101869781649,0,0.689334119090641,0.81,0.00367592616877133,0,"Interaction"
892,"Long Chain Saturated Fatty Acid","nonadecanoate (19:0)",0.00676292861671236,0,0.50651927576007,0.81,0.0118357478763795,0,"Interaction"
893,"Long Chain Saturated Fatty Acid","arachidate (20:0)",0.0607610155633381,0,0.489908049091444,0.81,0.00475665300604895,0,"Interaction"
913,"Glycogen Metabolism","maltose",0.039776498410372,0.039776498410372,0.00149613265145126,0.00149613265145126,0.853540243868721,0.853540243868721,"Interaction"
914,"Pentose Metabolism","ribose",0.00499011764041888,0,0.21655709065675,0.04,0.576944874209133,0.4,"Interaction"
917,"Alanine and Aspartate Metabolism","asparagine",0.0197109263347721,0,0.935512862634314,0.92,0.230497751271289,0.03,"Interaction"
922,"Dihydroceramides","N-stearoyl-sphinganine (d18:0/18:0)*",0.2398781631872,0.05,0.00630800832173904,0.01,0.631613665669656,0.03,"Parallel"
923,"Pyrimidine Metabolism, Orotate containing","dihydroorotate",0.0254097943521353,0.01,0.0203781847383102,0.04,0.448296071427107,0.43,"Interaction"
925,"Medium Chain Fatty Acid","heptanoate (7:0)",0.905335692914342,0.21,0.164767829053377,0.43,0.987396634079897,0.07,"None"
926,"Medium Chain Fatty Acid","caproate (6:0)",0.82198375481911,0.21,0.763976366035759,0.43,0.302031591383241,0.07,"None"
935,"Disaccharides and Oligosaccharides","sucrose",0.0564013733880929,0.0564013733880929,0.998654449395271,0.998654449395271,0.133773647206637,0.133773647206637,"None"
980,"Long Chain Saturated Fatty Acid","pentadecanoate (15:0)",0.0330587887770431,0,0.819493388895505,0.81,0.00455245711270532,0,"Interaction"
1001,"Urea cycle; Arginine and Proline Metabolism","trans-4-hydroxyproline",0.0424505727322098,0,0.59960236028163,0,0.18664384238811,0,"Interaction"
1002,"Purine Metabolism, (Hypo)Xanthine/Inosine containing","allantoin",0.0401260616146939,0,0.367062389133783,0.01,0.495003699081896,0,"Interaction"
1004,"Purine Metabolism, (Hypo)Xanthine/Inosine containing","xanthine",2.81318506195324e-05,0,0.775694050875218,0.01,0.0303755791519528,0,"Interaction"
1021,"Glutathione Metabolism","5-oxoproline",0.101987466906427,0,0.887075238930879,0.46,0.0546925776524016,0.11,"Interaction"
1022,"Tryptophan Metabolism","picolinate",0.0278674402533165,0,0.018632636757996,0.04,0.00729769224781987,0,"Interaction"
1023,"Glycine, Serine and Threonine Metabolism","sarcosine",0.0150174258963594,0,0.689012037255716,0.74,0.000738142455395054,0,"Interaction"
1024,"Pantothenate and CoA Metabolism","pantothenate",0.181929189900647,0.181929189900647,0.35700655000946,0.35700655000946,0.325975210231814,0.325975210231814,"None"
1025,"Lysine Metabolism","pipecolate",0.314052767785919,0,0.438979158577973,0.38,0.0918472443324396,0,"Interaction"
1026,"Phospholipid Metabolism","phosphoethanolamine",0.102705689595011,0,0.52103651480152,0,0.0131715007949553,0.01,"Interaction"
1052,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","glycerate",0.00649323432053633,0,0.769143927423365,0,0.102226302397592,0,"Interaction"
1053,"Pyrimidine Metabolism, Uracil containing","3-ureidopropionate",0.00907622155937686,0,0.432492537018514,0.44,0.121962392548788,0,"Interaction"
1082,"Leucine, Isoleucine and Valine Metabolism","N-acetylleucine",0.0389062874910218,0,0.239262611001369,0.16,0.137072872520096,0,"Interaction"
1083,"Methionine, Cysteine, SAM and Taurine Metabolism","N-acetylmethionine",0.0768945788122351,0,0.107273572620854,0.01,0.429542961135102,0,"Interaction"
1084,"Leucine, Isoleucine and Valine Metabolism","N-acetylvaline",0.0749354072028079,0,0.137317378565874,0.16,0.212498608610751,0,"Interaction"
1087,"Long Chain Monounsaturated Fatty Acid","erucate (22:1n9)",0.149801371953198,0,0.62848533834304,0.21,0.00559652914989806,0,"Interaction"
1090,"Hemoglobin and Porphyrin Metabolism","bilirubin (Z,Z)",0.0812710290513382,0.32,0.105850634989947,0,0.0752500582732902,0,"Parallel"
1094,"Tyrosine Metabolism","thyroxine",0.0170109770405894,0,0.390181879362153,0,0.0456696253987947,0,"Interaction"
1102,"Gamma-glutamyl Amino Acid","gamma-glutamyltyrosine",0.00679741475835623,0,0.0833043753930791,0.25,0.323267362597188,0.41,"Interaction"
1104,"Food Component/Plant","methyl indole-3-acetate",0.494916329253059,0,0.0460677552721918,0,0.129773547055875,0,"Interaction"
1105,"Tocopherol Metabolism","alpha-tocopherol",0.00151460050126427,0,0.00653904716465578,0.02,0.218340908380557,0.23,"Interaction"
1108,"Pyrimidine Metabolism, Orotate containing","N-carbamoylaspartate",0.133062554343626,0.01,0.623837657458725,0.04,0.938446894908944,0.43,"Interaction"
1110,"Alanine and Aspartate Metabolism","N-acetylalanine",0.0595110993028923,0,0.620744356639493,0.92,0.0504448609990954,0.03,"Interaction"
1113,"Polyamine Metabolism","4-acetamidobutanoate",0.127737683927392,0.01,0.241628076093244,0.45,0.369259473687243,0,"Interaction"
1114,"Pyrimidine Metabolism, Thymine containing","3-aminoisobutyrate",0.0561035605436704,0.32,0.762174501183077,0.8,0.496547897889367,0.83,"None"
1123,"Primary Bile Acid Metabolism","chenodeoxycholate",0.234384424167625,0.44,0.306669505832687,0.29,0.00832754354883159,0,"Single"
1124,"TCA Cycle","citrate",0.169566581100188,0,0.223534252070354,0.01,0.210901709093226,0.01,"Interaction"
1125,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",0.0617332983215536,0,0.855833586915781,0.44,0.0129429393187304,0,"Interaction"
1128,"Glutathione Metabolism","2-aminobutyrate",0.0363989943450902,0,0.760698116403802,0.46,0.288929104107957,0.11,"Interaction"
1134,"Purine Metabolism, (Hypo)Xanthine/Inosine containing","urate",0.132199866280662,0,0.213042217715277,0.01,0.365852875276623,0,"Interaction"
1135,"Secondary Bile Acid Metabolism","ursodeoxycholate",0.29700348158217,0.43,0.503025019395312,0.09,0.0354894053174146,0,"Single"
1137,"Endocannabinoid","oleoyl ethanolamide",0.0966548451350461,0,0.575252669649189,0.97,0.00670533263970603,0,"Interaction"
1140,"Gamma-glutamyl Amino Acid","gamma-glutamylglutamine",0.00682689966759607,0,0.821021719593156,0.25,0.588768670302023,0.41,"Interaction"
1141,"Tyrosine Metabolism","4-hydroxyphenylpyruvate",0.00957039356193129,0,0.123182042315881,0,0.262818610170004,0,"Interaction"
1143,"Short Chain Fatty Acid","butyrate/isobutyrate (4:0)",0.682502989145455,0.682502989145455,0.605145637825147,0.605145637825147,0.0203271296845608,0.0203271296845608,"Single"
1161,"Leucine, Isoleucine and Valine Metabolism","tigloylglycine",0.166750190321706,0,0.263939568944554,0.16,0.147116163559266,0,"Interaction"
1162,"Aminosugar Metabolism","N-acetylneuraminate",0.108448582445087,0,0.0845680202239256,0.54,0.573989961968409,0.16,"Interaction"
1215,"Aminosugar Metabolism","N-acetylglucosaminylasparagine",0.0631655674548716,0,0.717811807678432,0.54,0.00480980707740306,0.16,"Interaction"
1221,"Creatine Metabolism","creatine",0.044627725469444,0,0.903768324493178,0.46,0.0298978071121467,0.03,"Interaction"
1227,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","2,3-diphosphoglycerate",0.898686818306764,0,0.00042867710356116,0,0.0199386401800214,0,"Interaction"
1231,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","dihomo-linoleate (20:2n6)",0.0657069426718812,0,0.260147667393687,0.91,0.00220865999957868,0,"Interaction"
1235,"Gamma-glutamyl Amino Acid","gamma-glutamylhistidine",0.138763218478306,0,0.515370697099995,0.25,0.81586709742152,0.41,"Interaction"
1239,"Fatty Acid, Monohydroxy","2-hydroxystearate",0.0233277406083602,0,0.947429394337274,0.87,0.0163415410631557,0,"Interaction"
1242,"Purine Metabolism, Adenine containing","N1-methyladenosine",0.0300677660189687,0.01,0.931725910477697,0.24,0.277729628847592,0,"Interaction"
1254,"Glycerolipid Metabolism","glycerol",0.0214105744882735,0,0.587967741738887,0.55,0.0757141609712185,0.12,"Interaction"
1256,"Phospholipid Metabolism","choline",0.0419613565237093,0,0.874151112059365,0,0.0649644539580587,0.01,"Interaction"
1258,"Tryptophan Metabolism","anthranilate",0.126292675937395,0,0.226187157897409,0.04,0.486905862481827,0,"Interaction"
1259,"Food Component/Plant","cinnamate",0.0560632361373182,0,0.97391777158262,0,0.064630385628575,0,"Interaction"
1261,"Eicosanoid","12-HHTrE",0.802859534169598,0.98,6.43949725121896e-08,0,0.0988710609310259,0,"Parallel"
1268,"Gamma-glutamyl Amino Acid","gamma-glutamylleucine",0.0271551349616416,0,0.138428320519468,0.25,0.152496385753192,0.41,"Interaction"
1276,"Benzoate Metabolism","p-hydroxybenzaldehyde",0.0931168542335092,0,0.0184798643103635,0,0.161559091983574,0,"Interaction"
1342,"Tyrosine Metabolism","3-methoxytyrosine",0.00861482743913048,0,0.627582178797755,0,0.653690717442806,0,"Interaction"
1442,"Leucine, Isoleucine and Valine Metabolism","beta-hydroxyisovalerate",0.0159358133015288,0,0.222383841717172,0.16,0.798409110202297,0,"Interaction"
1489,"Endocannabinoid","palmitoyl ethanolamide",0.0587122055198394,0,0.818376096340245,0.97,0.107760184285851,0,"Interaction"
